0,1,-0
0.001,1,-0.001
0.002,0.999998,-0.002
0.003,0.999996,-0.003
0.004,0.999992,-0.004
0.005,0.999988,-0.005
0.006,0.999982,-0.006
0.007,0.999976,-0.007
0.008,0.999968,-0.008
0.009,0.99996,-0.009
0.01,0.99995,-0.01
0.011,0.99994,-0.011
0.012,0.999928,-0.012
0.013,0.999916,-0.013
0.014,0.999902,-0.014
0.014999,0.999888,-0.014999
0.015999,0.999872,-0.015999
0.016999,0.999856,-0.016999
0.017999,0.999838,-0.017999
0.018999,0.99982,-0.018999
0.019999,0.9998,-0.019999
0.020998,0.99978,-0.020998
0.021998,0.999758,-0.021998
0.022998,0.999736,-0.022998
0.023998,0.999712,-0.023998
0.024997,0.999688,-0.024997
0.025997,0.999662,-0.025997
0.026997,0.999636,-0.026997
0.027996,0.999608,-0.027996
0.028996,0.99958,-0.028996
0.029996,0.99955,-0.029996
0.030995,0.99952,-0.030995
0.031995,0.999488,-0.031995
0.032994,0.999456,-0.032994
0.033993,0.999422,-0.033993
0.034993,0.999388,-0.034993
0.035992,0.999352,-0.035992
0.036992,0.999316,-0.036992
0.037991,0.999278,-0.037991
0.03899,0.99924,-0.03899
0.039989,0.9992,-0.039989
0.040989,0.99916,-0.040989
0.041988,0.999118,-0.041988
0.042987,0.999076,-0.042987
0.043986,0.999032,-0.043986
0.044985,0.998988,-0.044985
0.045984,0.998942,-0.045984
0.046983,0.998896,-0.046983
0.047982,0.998848,-0.047982
0.04898,0.9988,-0.04898
0.049979,0.99875,-0.049979
0.050978,0.9987,-0.050978
0.051977,0.998648,-0.051977
0.052975,0.998596,-0.052975
0.053974,0.998542,-0.053974
0.054972,0.998488,-0.054972
0.055971,0.998432,-0.055971
0.056969,0.998376,-0.056969
0.057967,0.998318,-0.057967
0.058966,0.99826,-0.058966
0.059964,0.998201,-0.059964
0.060962,0.99814,-0.060962
0.06196,0.998079,-0.06196
0.062958,0.998016,-0.062958
0.063956,0.997953,-0.063956
0.064954,0.997888,-0.064954
0.065952,0.997823,-0.065952
0.06695,0.997756,-0.06695
0.067948,0.997689,-0.067948
0.068945,0.99762,-0.068945
0.069943,0.997551,-0.069943
0.07094,0.997481,-0.07094
0.071938,0.997409,-0.071938
0.072935,0.997337,-0.072935
0.073932,0.997263,-0.073932
0.07493,0.997189,-0.07493
0.075927,0.997113,-0.075927
0.076924,0.997037,-0.076924
0.077921,0.99696,-0.077921
0.078918,0.996881,-0.078918
0.079915,0.996802,-0.079915
0.080911,0.996721,-0.080911
0.081908,0.99664,-0.081908
0.082905,0.996557,-0.082905
0.083901,0.996474,-0.083901
0.084898,0.99639,-0.084898
0.085894,0.996304,-0.085894
0.08689,0.996218,-0.08689
0.087886,0.99613,-0.087886
0.088883,0.996042,-0.088883
0.089879,0.995953,-0.089879
0.090874,0.995862,-0.090874
0.09187,0.995771,-0.09187
0.092866,0.995679,-0.092866
0.093862,0.995585,-0.093862
0.094857,0.995491,-0.094857
0.095853,0.995396,-0.095853
0.096848,0.995299,-0.096848
0.097843,0.995202,-0.097843
0.098838,0.995104,-0.098838
0.099833,0.995004,-0.099833
0.100828,0.994904,-0.100828
0.101823,0.994803,-0.101823
0.102818,0.9947,-0.102818
0.103813,0.994597,-0.103813
0.104807,0.994493,-0.104807
0.105802,0.994387,-0.105802
0.106796,0.994281,-0.106796
0.10779,0.994174,-0.10779
0.108784,0.994065,-0.108784
0.109778,0.993956,-0.109778
0.110772,0.993846,-0.110772
0.111766,0.993735,-0.111766
0.11276,0.993622,-0.11276
0.113753,0.993509,-0.113753
0.114747,0.993395,-0.114747
0.11574,0.99328,-0.11574
0.116733,0.993163,-0.116733
0.117726,0.993046,-0.117726
0.118719,0.992928,-0.118719
0.119712,0.992809,-0.119712
0.120705,0.992688,-0.120705
0.121698,0.992567,-0.121698
0.12269,0.992445,-0.12269
0.123682,0.992322,-0.123682
0.124675,0.992198,-0.124675
0.125667,0.992072,-0.125667
0.126659,0.991946,-0.126659
0.127651,0.991819,-0.127651
0.128643,0.991691,-0.128643
0.129634,0.991562,-0.129634
0.130626,0.991432,-0.130626
0.131617,0.991301,-0.131617
0.132608,0.991169,-0.132608
0.133599,0.991035,-0.133599
0.13459,0.990901,-0.13459
0.135581,0.990766,-0.135581
0.136572,0.99063,-0.136572
0.137562,0.990493,-0.137562
0.138553,0.990355,-0.138553
0.139543,0.990216,-0.139543
0.140533,0.990076,-0.140533
0.141523,0.989935,-0.141523
0.142513,0.989793,-0.142513
0.143503,0.98965,-0.143503
0.144492,0.989506,-0.144492
0.145482,0.989361,-0.145482
0.146471,0.989215,-0.146471
0.14746,0.989068,-0.14746
0.148449,0.98892,-0.148449
0.149438,0.988771,-0.149438
0.150427,0.988621,-0.150427
0.151415,0.98847,-0.151415
0.152404,0.988318,-0.152404
0.153392,0.988165,-0.153392
0.15438,0.988012,-0.15438
0.155368,0.987857,-0.155368
0.156356,0.987701,-0.156356
0.157343,0.987544,-0.157343
0.158331,0.987386,-0.158331
0.159318,0.987227,-0.159318
0.160305,0.987067,-0.160305
0.161292,0.986907,-0.161292
0.162279,0.986745,-0.162279
0.163266,0.986582,-0.163266
0.164252,0.986418,-0.164252
0.165239,0.986254,-0.165239
0.166225,0.986088,-0.166225
0.167211,0.985921,-0.167211
0.168197,0.985753,-0.168197
0.169182,0.985585,-0.169182
0.170168,0.985415,-0.170168
0.171153,0.985244,-0.171153
